timestamp_ms,ax,ay,az,gx,gy,gz
361752,-0.08,0.01,0.99,2.01,4.15,0.31
361784,-0.07,-0.00,0.97,0.73,3.11,-0.92
361816,-0.07,-0.01,0.98,1.04,0.31,-0.18
361849,-0.07,0.00,0.98,1.77,-0.98,-0.18
361881,-0.08,-0.00,0.99,-0.18,-1.89,-1.04
361914,-0.09,0.00,1.01,1.46,-2.20,-0.24
361946,-0.09,0.03,1.00,2.32,-0.79,-1.65
361979,-0.10,-0.01,1.00,2.20,0.18,-5.07
362012,-0.08,-0.02,0.96,1.46,2.20,-4.64
362044,-0.08,-0.03,0.93,1.53,-0.67,-3.66
362076,-0.09,-0.04,0.96,4.27,-5.31,-0.37
362109,-0.09,-0.03,0.99,-0.55,-5.25,-0.37
362141,-0.08,-0.01,1.01,1.22,-6.77,0.85
362173,-0.10,0.00,1.05,3.17,-5.80,2.62
362205,-0.08,0.00,1.03,-1.65,-1.77,-0.31
362237,-0.07,0.01,1.01,-1.71,-1.10,-1.04
362269,-0.06,-0.01,0.99,-4.27,-3.05,-2.99
362302,-0.11,-0.05,1.06,0.61,-9.83,-0.92
362335,-0.15,-0.14,1.29,2.87,-6.71,3.85
362367,-0.12,-0.12,1.56,-8.61,-2.99,13.49
362399,-0.25,-0.02,2.22,6.23,6.47,19.23
362432,-0.25,0.13,2.25,-16.30,50.84,7.02
362465,-0.33,0.17,1.98,-37.17,73.61,-19.90
362497,-0.37,0.06,1.75,-67.93,109.13,-34.61
362529,-0.19,-0.02,1.25,-72.20,137.94,-34.42
362561,0.02,0.01,0.80,8.54,152.40,2.75
362593,0.13,0.05,0.73,20.57,120.54,-12.15
362625,0.33,0.05,0.62,-26.86,119.87,-41.81
362657,0.45,0.03,0.37,-51.94,95.58,-48.46
362689,0.39,-0.02,0.47,-32.04,57.13,-33.02
362721,0.38,0.04,0.51,-32.23,54.26,-24.84
362754,0.40,0.31,0.24,-57.07,55.36,-32.96
362786,0.30,0.17,0.32,-13.24,-14.16,-63.72
362819,0.25,-0.11,0.73,-23.74,-23.50,-60.49
362851,0.40,0.10,0.59,-69.21,2.93,-38.70
362883,0.42,0.33,0.54,-49.99,-5.68,-34.18
362915,0.39,0.26,0.61,-3.36,-21.48,-40.22
362947,0.35,0.06,0.72,-5.49,-13.73,-35.89
362980,0.41,0.07,0.57,-31.74,-0.67,-32.84
363012,0.36,0.04,0.60,-35.34,-15.50,-34.48
363045,0.30,0.03,0.69,-31.86,-12.94,-18.19
363077,0.25,0.17,0.65,-17.40,1.83,5.13
363109,0.29,0.22,0.54,-16.54,10.93,6.10
363141,0.35,0.07,0.52,-5.25,6.41,4.52
363173,0.32,-0.02,0.48,-14.04,6.96,12.51
363205,0.27,0.15,0.34,-6.65,6.47,40.77
363237,0.39,0.14,0.44,6.47,-20.51,32.35
363269,0.27,0.07,0.52,4.21,-31.07,27.16
363300,0.18,0.29,0.43,35.64,-29.72,68.97
363332,0.24,-0.03,0.70,90.21,-67.14,67.44
363365,0.22,0.16,0.76,11.60,-59.94,71.66
363396,0.25,0.24,0.88,62.99,-82.40,75.07
363428,0.19,0.12,0.99,48.16,-85.39,54.69
363460,0.20,0.29,1.07,51.39,-94.67,75.44
363492,0.00,0.06,1.22,50.96,-105.10,35.52
363524,-0.07,0.15,1.35,16.60,-82.03,33.87
363556,-0.11,0.09,1.48,37.35,-60.91,39.67
363588,-0.09,0.16,1.31,7.39,-38.70,30.58
363620,-0.02,0.20,1.39,3.85,-37.05,19.47
363652,-0.11,0.02,1.48,21.48,-30.21,9.95
363684,-0.09,-0.02,1.46,21.48,-23.32,20.32
363716,-0.14,0.11,1.46,-1.83,-24.72,8.06
363749,-0.20,0.08,1.46,4.33,-13.85,3.11
363781,-0.13,0.08,1.31,5.43,12.76,3.05
363813,-0.07,0.01,1.17,-8.42,24.11,-1.83
363846,-0.08,0.14,1.04,-11.41,20.94,9.09
363878,-0.08,0.12,1.03,10.01,21.55,10.80
363909,-0.05,0.06,0.99,5.49,27.10,3.78
363942,-0.00,0.10,0.88,-6.96,23.32,0.55
363974,-0.00,0.10,0.88,3.36,5.31,1.10
364007,-0.01,0.01,0.98,15.08,-4.27,-0.61
364039,-0.01,0.05,0.97,2.56,0.43,2.69
364071,-0.00,0.03,0.96,1.46,-0.12,0.31
364103,0.01,0.11,0.94,-0.31,-8.30,-0.49
364135,-0.02,0.08,0.97,4.27,-14.22,-5.74
364167,-0.04,0.01,1.01,9.89,-14.10,-6.41
364198,-0.06,-0.01,1.03,6.10,-10.68,0.31
364231,-0.09,0.07,1.01,9.95,-11.35,6.90
364263,-0.11,0.02,1.06,9.09,-9.46,2.62
364294,-0.11,0.04,1.08,8.12,-3.85,4.33
364327,-0.09,0.04,1.08,9.95,3.36,8.30
364359,-0.05,0.05,1.05,-0.61,6.77,4.09
364391,-0.02,0.07,1.03,-2.01,12.08,3.23
364423,-0.00,0.06,0.98,-5.25,15.14,1.10
364455,0.01,0.05,0.95,-5.07,9.95,-2.44
364488,0.02,0.02,0.96,-4.09,6.23,-4.09
364520,0.04,-0.00,0.97,-10.07,11.84,-2.08
364552,0.11,-0.01,0.95,-10.44,18.13,1.95
364584,0.18,-0.05,0.94,-14.10,32.23,10.74
364617,0.21,0.01,0.83,-40.28,53.65,19.35
364649,0.19,0.16,0.76,-14.71,26.55,36.74
364680,0.08,0.27,0.89,1.16,1.40,18.19
364712,-0.02,0.26,0.86,-14.65,-18.62,-19.96
