timestamp_ms,ax,ay,az,gx,gy,gz
421890,-0.04,-0.05,1.06,3.30,-3.97,3.85
421923,-0.02,-0.06,0.99,-7.75,5.55,3.60
421955,0.01,-0.04,0.95,-0.61,1.65,6.53
421987,-0.02,-0.05,1.00,5.25,-3.05,7.02
422019,-0.02,0.01,1.03,5.62,-2.62,6.35
422051,-0.04,-0.02,1.03,3.17,-0.98,-1.89
422084,0.00,-0.06,1.01,0.98,-0.79,-0.73
422117,0.01,-0.06,1.02,3.23,-1.22,2.69
422149,0.02,-0.08,0.99,-6.41,0.06,-0.98
422181,0.04,0.01,0.97,-8.30,-5.19,5.62
422213,0.01,0.03,1.05,0.92,-12.21,1.77
422245,-0.01,-0.01,1.09,3.42,-5.13,-2.99
422277,0.01,-0.07,1.01,-6.23,3.78,-9.46
422310,0.01,-0.09,0.97,-4.21,2.38,-4.58
422343,-0.02,-0.09,1.00,4.82,-0.67,4.09
422375,-0.01,-0.05,0.97,-1.04,2.38,1.89
422407,-0.02,-0.02,0.98,-0.85,-0.67,2.14
422440,-0.04,-0.01,1.02,6.41,-1.53,2.20
422473,-0.03,-0.01,1.01,6.65,0.18,-1.10
422505,-0.05,-0.03,1.02,5.92,-1.59,-3.54
422538,-0.08,-0.10,1.09,9.58,-2.26,-0.37
422571,-0.01,-0.07,1.02,-0.24,6.59,4.76
422603,0.03,-0.03,0.98,-2.20,4.33,6.77
422635,0.03,-0.00,0.98,-1.28,0.31,7.20
422667,0.01,0.02,1.00,1.04,-2.32,4.33
422699,0.01,-0.02,1.00,-2.14,-2.44,-1.59
422732,0.00,-0.04,0.98,-4.15,-2.99,-0.49
422763,-0.01,-0.05,1.02,0.49,-5.25,1.04
422796,-0.01,-0.01,1.02,-0.73,-1.65,1.89
422828,-0.01,-0.01,1.01,-7.02,-0.37,-4.27
422861,-0.02,-0.03,1.00,-0.79,0.24,-4.33
422893,-0.02,-0.06,1.00,-1.40,0.06,-6.41
422926,-0.03,-0.07,0.98,-3.78,0.67,-6.29
422959,-0.04,-0.07,1.01,2.38,0.00,-1.95
422991,-0.02,-0.04,0.97,-1.28,3.36,-1.28
423024,-0.00,-0.06,0.96,0.24,0.43,-0.37
423056,-0.02,-0.05,1.02,3.72,-4.82,3.60
423089,-0.01,-0.05,1.13,2.99,-4.52,4.39
423122,-0.01,-0.05,1.17,-1.28,3.23,2.93
423154,0.05,-0.06,1.24,-5.43,3.48,2.93
423186,-0.00,-0.01,1.47,0.31,-4.33,6.29
423219,-0.13,0.01,1.77,-5.49,22.58,1.59
423251,-0.06,0.01,1.70,-26.73,59.45,-19.53
423283,-0.01,-0.03,1.62,-31.01,72.81,-31.68
423315,-0.00,-0.14,1.57,-37.17,85.94,-36.80
423347,0.14,-0.15,1.31,-72.81,113.04,-18.07
423379,0.25,0.24,0.86,-121.22,86.91,-25.21
423411,0.32,0.27,0.82,-61.46,51.33,-34.36
423444,0.36,0.11,0.91,-38.82,41.50,-46.39
423475,0.36,0.20,0.85,-67.08,52.12,-65.43
423508,0.35,0.07,0.69,-29.60,56.52,-74.77
423540,0.37,0.12,0.63,-38.88,34.79,-67.44
423572,0.29,0.12,0.71,-27.83,18.07,-57.98
423604,0.22,0.10,0.78,-14.83,20.87,-43.70
423636,0.32,0.16,0.64,-23.74,26.00,-45.41
423668,0.28,0.18,0.59,-16.48,15.81,-41.08
423701,0.25,0.09,0.63,8.85,19.65,-43.76
423733,0.30,-0.02,0.52,-6.77,14.47,-39.18
423766,0.39,0.21,0.69,-16.72,-19.59,-23.68
423798,0.39,0.31,0.77,-6.84,-5.62,-16.36
423831,0.33,0.20,0.79,-1.83,-5.25,-28.44
423862,0.40,0.05,0.82,-16.54,-1.28,-36.19
423895,0.49,0.09,0.66,-17.27,7.20,-17.21
423927,0.42,0.03,0.60,1.53,-1.53,-8.79
423959,0.38,0.15,0.62,-11.11,-14.65,-5.74
423991,0.34,0.01,0.79,-6.65,-22.83,-12.45
424024,0.35,0.19,0.75,-13.00,-7.39,8.30
424056,0.37,0.19,0.72,-1.22,-3.05,4.82
424089,0.41,0.12,0.70,-4.46,-3.66,0.00
424121,0.42,0.06,0.71,-2.38,-4.15,7.81
424153,0.42,0.22,0.68,3.54,-4.03,23.56
424186,0.36,0.12,0.83,17.09,-11.72,16.72
424218,0.23,0.20,0.69,-3.60,-5.00,16.17
424250,0.35,0.11,0.70,8.24,-20.81,18.43
424282,0.26,0.14,0.75,22.22,-23.38,30.76
424315,0.27,0.10,0.81,41.08,-16.30,44.92
424346,0.32,0.05,0.88,11.11,-14.83,27.40
424379,0.22,0.23,0.74,21.00,-6.23,45.65
424410,0.24,0.18,0.82,55.30,-21.06,52.61
424442,0.25,0.07,0.94,34.00,-29.60,32.35
424474,0.28,0.09,0.94,42.54,-24.96,37.29
424506,0.28,-0.06,0.93,27.22,-28.02,25.09
424538,0.27,-0.02,0.81,-15.38,-25.09,24.29
424571,0.33,0.21,0.86,27.04,-47.42,56.70
424603,0.12,0.04,0.88,19.96,-52.73,39.55
424634,0.16,0.02,0.95,-18.31,-73.30,38.21
424667,0.10,0.14,1.03,-7.81,-73.49,53.41
424699,0.10,0.27,1.07,25.94,-73.91,68.66
424731,-0.01,0.18,1.29,46.94,-88.99,56.40
424763,-0.19,0.20,1.59,27.47,-69.70,35.83
424795,-0.06,0.18,1.54,17.76,-29.85,21.06
424827,-0.03,0.10,1.43,25.02,-8.30,15.93
424860,0.02,0.08,1.28,11.29,6.23,10.93
