timestamp_ms,ax,ay,az,gx,gy,gz
839175,0.09,-0.02,0.87,-34.73,-0.55,-11.96
839207,0.03,0.12,0.97,-24.78,6.84,-18.31
839238,0.12,0.10,0.88,4.03,19.65,-15.44
839270,0.12,0.06,0.85,3.85,1.04,-25.33
839303,0.07,0.05,0.96,-4.15,-20.87,-24.48
839336,-0.02,0.04,1.01,18.37,1.22,-21.30
839368,0.12,-0.06,0.86,13.79,13.73,-12.94
839400,0.11,-0.00,0.91,-7.26,-14.71,-6.71
839432,0.04,0.01,1.03,-2.93,-18.55,-6.35
839464,0.09,-0.02,1.10,-7.51,-6.47,-6.35
839497,0.09,-0.09,1.09,0.49,-2.32,2.20
839529,0.06,-0.02,1.07,-14.65,-2.44,9.70
839561,0.04,0.02,1.07,-5.37,0.24,11.35
839594,0.06,-0.04,1.05,-0.12,4.39,5.13
839626,0.05,0.04,1.04,-5.86,2.50,13.73
839658,0.03,0.05,1.03,1.77,3.11,12.39
839690,0.03,0.02,1.01,0.55,3.72,8.61
839721,0.01,0.04,0.99,2.44,8.85,12.33
839753,0.04,0.06,0.93,2.93,9.28,11.60
839785,0.03,0.08,0.95,-4.03,2.44,7.26
839817,0.02,0.10,1.00,-5.55,1.77,7.69
839849,0.01,0.12,1.01,-2.62,6.65,5.55
839881,0.06,0.07,0.97,-0.92,5.25,0.43
839913,0.04,0.08,1.00,0.31,1.16,-0.06
839945,0.04,0.10,1.01,-1.22,3.91,-1.46
839977,0.05,0.11,1.00,6.10,7.39,-3.23
840009,0.04,0.14,1.00,5.74,6.71,-4.88
840041,0.02,0.24,1.01,5.43,7.63,-6.59
840071,0.03,0.30,1.01,-0.31,7.26,-16.48
840104,0.02,0.31,1.05,-5.74,2.20,-24.96
840135,-0.02,0.40,1.10,-12.82,2.50,-32.71
840168,-0.04,0.35,1.07,-8.85,10.44,-47.61
840200,-0.04,0.31,1.03,-12.82,11.54,-59.08
840232,-0.04,0.26,0.99,-9.95,7.39,-66.89
840264,-0.03,0.20,1.00,-15.75,-1.65,-80.75
840297,-0.03,0.11,1.04,-16.54,-11.11,-87.10
840329,-0.08,0.16,1.12,-20.14,-8.06,-90.21
840358,-0.04,0.04,1.07,-12.88,-0.55,-92.29
840390,-0.02,0.03,1.06,-20.51,-6.23,-88.62
840421,-0.04,0.04,1.09,-11.90,-2.69,-83.44
840454,-0.04,0.01,1.04,-15.32,3.72,-82.40
840486,-0.02,-0.02,1.02,-7.32,8.18,-82.46
840519,-0.01,0.04,0.97,-17.15,15.26,-68.79
840552,0.08,0.01,0.87,-21.97,4.58,-77.03
840584,0.03,0.01,1.02,-16.42,-13.92,-80.51
840616,0.03,0.01,1.08,-11.66,-5.00,-76.11
840649,0.09,-0.09,1.00,-21.97,4.15,-73.06
840681,0.10,-0.08,1.03,-22.03,-3.05,-62.50
840714,0.11,-0.10,1.03,-17.76,0.06,-56.70
840746,0.11,-0.13,1.04,-9.64,4.39,-51.09
840778,0.14,-0.15,0.96,3.23,15.20,-37.29
840810,0.19,-0.05,0.87,-2.08,11.23,-27.47
840840,0.21,0.00,0.85,0.00,0.79,-33.26
840872,0.20,-0.02,0.90,11.96,-7.75,-36.99
840904,0.21,-0.03,0.94,21.61,-6.41,-32.29
840936,0.20,0.01,0.95,8.73,-5.13,-27.59
840968,0.20,0.05,0.94,4.88,-2.50,-27.40
841000,0.18,0.09,1.02,7.26,-4.52,-26.31
841033,0.15,0.15,1.02,10.80,6.96,-23.50
841065,0.17,0.19,0.93,16.17,15.50,-29.17
841097,0.19,0.14,0.86,18.98,3.54,-38.51
841128,0.15,0.13,0.87,12.51,-4.94,-40.77
841159,0.15,0.11,0.88,4.09,-8.79,-46.75
841191,0.16,0.09,0.92,9.89,-11.54,-51.57
841222,0.15,0.02,0.98,7.63,-15.44,-55.05
841254,0.12,-0.07,1.02,5.49,-10.80,-52.61
841286,0.13,-0.05,0.99,-13.18,-6.04,-43.95
841318,0.13,-0.12,0.99,-3.42,-6.35,-46.69
841351,0.10,-0.12,1.01,2.69,-7.51,-39.79
841384,0.14,-0.15,0.99,-9.77,-3.30,-38.57
841417,0.12,-0.20,1.05,-15.56,-13.12,-33.51
841450,0.12,-0.22,1.07,-6.04,-8.42,-27.71
841483,0.12,-0.24,1.09,-3.23,-4.33,-18.43
841516,0.15,-0.17,1.05,-1.16,3.48,-8.06
841548,0.12,-0.17,1.05,9.52,2.93,-7.32
841581,0.15,-0.17,1.02,0.24,6.90,-0.92
841613,0.14,-0.14,1.02,-4.09,5.74,4.58
841645,0.14,-0.08,1.00,-0.55,8.30,8.18
841677,0.15,-0.09,1.00,-6.23,5.31,8.61
841709,0.14,-0.10,0.97,1.77,8.36,11.84
841741,0.14,-0.07,0.98,-6.71,7.08,12.57
841773,0.16,-0.12,0.96,6.35,6.23,15.20
841805,0.12,-0.09,1.00,-3.54,3.42,20.32
841836,0.17,-0.12,0.93,2.38,7.75,23.74
841869,0.15,-0.16,1.02,4.46,-1.83,21.55
841901,0.17,-0.27,1.02,9.83,5.19,30.09
841933,0.16,-0.26,1.02,-5.07,4.64,44.07
841965,0.13,-0.31,0.97,4.33,10.19,49.38
841998,0.12,-0.19,1.00,-9.89,10.50,63.23
842030,0.16,-0.21,0.97,-5.25,15.75,63.84
842062,0.02,-0.13,1.25,18.25,40.89,75.74
842094,0.06,0.29,0.82,-63.90,64.27,6.65
842126,0.30,-0.52,0.94,42.85,20.57,12.76
842158,0.03,-0.05,1.34,98.45,7.20,100.16
