timestamp_ms,ax,ay,az,gx,gy,gz
981132,0.07,-0.05,1.00,0.00,0.31,-1.34
981164,0.05,-0.06,1.00,-0.92,-0.98,-0.85
981197,0.05,-0.05,1.01,-0.37,-0.12,-1.65
981229,0.05,-0.06,1.01,-1.59,1.46,-1.16
981262,0.06,-0.05,0.99,-0.73,0.49,0.18
981293,0.06,-0.05,1.01,-0.98,0.18,-1.28
981325,0.06,-0.05,1.00,0.18,2.08,0.37
981357,0.06,-0.04,0.99,-2.14,0.55,-1.65
981390,0.06,-0.05,1.00,-1.28,0.00,-1.40
981422,0.06,-0.05,0.99,-0.12,1.10,-1.16
981454,0.06,-0.05,0.99,-1.65,0.49,-0.98
981487,0.06,-0.05,0.99,-2.56,-0.37,-1.40
981518,0.06,-0.06,0.99,1.04,-0.49,-0.31
981550,0.06,-0.05,1.00,-1.89,-0.92,-0.49
981582,0.06,-0.04,1.00,0.49,-1.34,-0.73
981615,0.06,-0.05,1.00,1.46,-0.85,-0.85
981647,0.06,-0.05,1.00,-0.73,-0.92,-0.85
981680,0.06,-0.04,1.02,-0.31,-0.67,-0.98
981713,0.06,-0.04,1.01,1.28,0.61,-0.67
981745,0.07,-0.02,0.99,-1.65,1.22,-2.26
981777,0.07,-0.04,0.99,-0.06,-0.24,-3.48
981810,0.06,-0.05,1.01,-0.31,-0.18,-3.23
981835,0.05,-0.05,1.00,-0.06,0.00,-3.05
981868,0.05,-0.07,1.01,0.00,0.12,-3.54
981901,0.05,-0.10,0.99,1.65,1.40,-1.53
981933,0.05,-0.13,0.99,0.37,0.31,0.43
981965,0.05,-0.17,1.00,3.48,0.55,2.99
981997,0.05,-0.28,0.98,5.74,1.04,5.68
982029,-0.00,-0.41,0.98,5.98,0.06,17.15
982061,0.01,-0.34,1.02,11.47,1.40,43.27
982093,0.02,-0.27,0.97,11.72,2.62,56.09
982125,0.02,-0.24,1.02,3.30,0.61,55.11
982157,0.02,-0.25,0.99,4.27,5.55,64.09
982188,-0.00,-0.24,0.94,0.37,6.10,70.74
982220,-0.01,-0.15,0.97,1.16,-2.08,84.17
982253,-0.02,-0.13,0.95,-2.44,-4.58,88.20
982286,-0.03,-0.06,0.98,-16.60,-4.82,86.67
982318,-0.04,-0.03,0.99,-6.59,-5.07,97.35
982350,-0.03,0.06,0.99,-1.34,-6.35,97.29
982382,-0.01,0.08,1.02,8.18,-8.36,95.28
982414,-0.02,0.01,0.98,-4.82,-2.75,80.20
982446,-0.04,-0.03,0.98,-7.51,-5.49,80.14
982479,-0.03,0.01,1.01,1.10,-8.91,88.56
982511,-0.03,0.05,1.02,2.87,-10.31,92.90
982544,-0.05,0.03,1.03,-7.08,-8.42,80.44
982576,-0.04,0.03,1.00,-15.93,-3.85,77.82
982609,-0.02,0.10,1.02,-1.10,-11.29,79.47
982641,-0.03,0.03,1.03,-9.40,-9.95,67.81
982673,-0.04,-0.02,1.02,-12.94,-2.26,68.36
982706,-0.03,0.06,0.97,-18.74,-0.61,81.73
982739,-0.00,0.17,1.00,3.66,-6.59,88.20
982771,-0.02,0.10,0.99,5.62,-10.99,74.65
982804,-0.05,0.05,1.02,-0.31,-12.57,72.75
982836,-0.04,0.12,0.98,-2.20,-9.77,75.81
982869,-0.05,0.15,0.99,3.66,-13.12,66.59
982901,-0.04,0.14,1.01,-1.46,-10.99,57.74
982933,-0.02,0.18,1.02,-12.08,-1.83,57.13
982966,0.00,0.24,0.98,-14.89,0.79,49.62
982998,-0.01,0.30,1.03,-15.08,-5.80,35.40
983030,-0.02,0.28,1.08,-8.06,-3.91,23.86
983063,0.02,0.28,1.08,-3.11,3.72,14.22
983095,0.01,0.26,1.06,-1.77,5.92,-2.32
983127,0.00,0.16,1.05,0.98,10.62,-13.06
983159,-0.00,0.07,0.99,1.40,13.85,-18.25
983191,-0.02,0.03,0.97,0.24,9.46,-15.20
983224,0.00,0.00,0.97,-1.77,6.29,-12.15
983256,0.03,0.02,0.98,-0.49,3.97,-9.89
983288,0.05,0.05,0.98,-2.93,5.07,-10.13
983320,0.02,0.09,1.01,3.11,1.89,-9.03
983352,0.01,0.10,1.03,3.78,3.85,-10.80
983383,0.05,0.13,1.01,-0.37,8.48,-17.09
983416,0.04,0.13,0.98,-7.63,8.67,-25.15
983448,0.03,0.18,0.99,-10.93,7.14,-27.40
983480,0.04,0.21,1.01,-2.69,4.82,-31.80
983512,0.03,0.18,0.99,-10.01,8.00,-48.03
983544,-0.00,0.26,0.97,-15.44,12.45,-56.76
983577,0.02,0.30,0.91,-4.09,10.31,-61.89
983609,0.06,0.30,0.92,2.08,2.69,-75.32
983641,0.01,0.33,0.95,5.62,-0.61,-86.18
983673,0.02,0.30,0.95,20.26,-4.21,-97.90
983705,-0.01,0.15,1.02,17.58,-12.02,-112.55
983738,-0.06,0.07,1.09,33.33,-15.69,-106.63
983771,-0.09,-0.03,1.12,42.42,-10.19,-103.52
983803,-0.07,0.00,1.10,30.15,7.87,-100.83
983836,-0.07,-0.06,1.03,31.56,18.13,-104.92
983868,-0.01,-0.09,1.02,31.62,16.60,-98.57
983900,-0.00,-0.13,1.00,29.48,16.97,-94.85
983933,0.01,-0.04,1.03,30.21,25.02,-92.22
983965,0.02,-0.10,0.97,10.93,32.41,-103.88
983997,0.04,-0.23,0.93,30.82,23.62,-94.91
984030,0.03,-0.29,0.93,16.17,17.03,-87.04
984062,0.03,-0.21,0.94,10.50,22.16,-77.64
984094,0.06,-0.20,0.90,3.97,22.52,-82.76
984126,0.04,-0.20,0.95,17.94,8.67,-77.58
