timestamp_ms,ax,ay,az,gx,gy,gz
1018678,-0.10,0.18,0.96,-0.43,0.55,1.22
1018710,-0.10,0.18,0.97,-5.07,0.49,-0.37
1018742,-0.10,0.21,0.99,0.06,-1.46,-0.61
1018775,-0.11,0.17,0.98,1.16,-0.31,0.18
1018807,-0.12,0.20,0.97,-5.19,0.37,0.18
1018839,-0.09,0.20,0.97,-2.99,0.18,-2.26
1018872,-0.11,0.20,0.99,1.10,-2.14,-1.16
1018904,-0.10,0.19,0.95,-3.05,-0.55,-1.95
1018937,-0.10,0.21,0.97,-0.85,-2.62,-3.54
1018970,-0.11,0.17,0.99,-0.79,-2.50,-3.23
1019003,-0.10,0.19,1.00,1.59,-1.59,-0.85
1019035,-0.11,0.18,0.98,-0.49,-0.06,-1.65
1019067,-0.10,0.17,0.98,-1.65,-0.92,-2.62
1019100,-0.12,0.19,1.00,4.94,-2.08,-0.79
1019132,-0.11,0.13,0.97,4.39,-1.40,-2.20
1019165,-0.11,0.15,0.99,-2.69,-3.05,-1.89
1019198,-0.13,0.14,1.02,4.15,-1.89,-1.95
1019231,-0.14,0.03,1.00,14.28,-2.99,0.06
1019263,-0.17,0.04,1.05,22.40,-1.34,12.45
1019295,-0.15,-0.00,1.04,32.71,2.50,20.81
1019328,-0.16,-0.12,1.00,34.06,0.43,22.77
1019360,-0.19,-0.15,1.03,11.72,4.33,30.82
1019392,-0.20,-0.15,1.00,9.95,14.16,44.98
1019424,-0.18,-0.12,0.96,1.40,16.85,55.97
1019456,-0.22,-0.17,0.95,12.63,14.95,62.99
1019489,-0.22,-0.16,0.97,7.14,13.24,75.62
1019521,-0.23,-0.06,1.02,17.21,11.47,87.28
1019553,-0.24,-0.07,0.93,13.18,16.05,92.96
1019585,-0.20,-0.03,0.99,1.77,12.33,93.44
1019618,-0.21,0.03,1.00,29.66,6.10,104.43
1019650,-0.17,0.02,0.93,29.05,0.37,100.28
1019682,-0.18,0.09,1.02,18.80,3.85,91.80
1019714,-0.16,0.02,0.96,27.95,2.81,89.42
1019746,-0.17,0.04,0.97,14.16,-2.62,87.40
1019778,-0.18,0.07,0.97,2.81,-2.87,84.78
1019810,-0.19,0.07,1.00,11.47,-9.34,80.99
1019843,-0.16,-0.03,0.90,-6.77,-2.99,71.59
1019875,-0.12,0.07,0.99,-23.62,-5.43,73.67
1019908,-0.12,0.11,1.02,-5.86,-9.70,73.00
1019940,-0.15,0.04,1.00,2.01,-11.05,60.00
1019973,-0.17,-0.01,0.99,-5.68,-7.87,61.65
1020006,-0.18,0.01,0.99,-6.84,-7.45,68.36
1020038,-0.19,0.00,1.00,-5.07,-10.38,69.95
1020070,-0.16,0.04,1.05,-15.50,-5.31,66.35
1020102,-0.16,0.03,1.00,-20.26,-2.75,61.83
1020135,-0.17,0.04,1.01,-14.89,-6.16,60.91
1020167,-0.18,0.05,1.01,-7.26,-4.03,60.18
1020200,-0.12,0.06,1.00,-12.15,-0.73,56.09
1020232,-0.10,0.18,1.00,-18.01,1.83,51.70
1020264,-0.11,0.13,1.03,-5.80,-0.85,41.63
1020297,-0.12,0.02,1.03,5.31,-4.27,38.51
1020329,-0.10,0.04,1.05,-5.74,0.61,34.24
1020362,-0.11,0.12,1.06,-4.15,2.87,30.58
1020394,-0.10,0.13,1.04,7.45,4.39,22.64
1020426,-0.08,0.09,0.98,6.16,8.24,17.09
1020458,-0.04,0.07,0.91,1.89,7.87,11.17
1020491,-0.09,0.04,0.98,6.47,-2.38,-1.16
1020523,-0.14,-0.00,1.02,3.17,-1.40,-0.18
1020555,-0.14,0.01,1.03,9.46,0.00,3.36
1020587,-0.06,0.04,0.99,3.78,4.46,-1.10
1020619,-0.04,0.06,0.97,2.01,0.67,-11.90
1020651,-0.11,-0.01,1.07,13.49,-3.36,-17.58
1020684,-0.12,-0.08,1.05,12.08,1.04,-16.17
1020716,-0.12,-0.04,1.05,3.66,6.23,-13.73
1020749,-0.11,-0.03,1.04,4.33,6.53,-17.40
1020781,-0.07,-0.01,1.04,8.97,7.75,-12.76
1020813,-0.05,0.06,1.00,-6.90,13.49,-16.97
1020846,-0.06,0.08,0.99,-8.73,11.54,-28.63
1020878,-0.11,0.07,1.04,0.61,2.93,-35.58
1020910,-0.08,0.08,1.05,-2.56,10.62,-35.46
1020943,-0.05,0.21,1.01,-20.75,16.91,-44.80
1020975,-0.17,0.19,1.03,7.14,6.41,-57.13
1021007,-0.09,-0.01,0.99,8.48,10.74,-54.69
1021039,-0.09,0.19,0.99,-19.96,20.02,-62.99
1021072,-0.12,0.04,1.03,7.39,8.91,-78.80
1021104,-0.14,-0.08,1.02,15.38,7.57,-74.46
1021136,-0.18,-0.02,1.06,1.46,15.20,-62.87
1021169,-0.04,0.06,0.97,-16.36,29.54,-63.48
1021201,-0.05,0.09,0.96,-18.98,23.38,-77.45
1021233,-0.14,-0.01,1.02,-3.91,13.79,-79.41
1021265,-0.04,0.04,0.98,-26.98,32.04,-69.70
1021297,-0.06,0.11,0.94,-29.85,18.13,-84.59
1021329,-0.10,0.01,0.97,-2.26,3.66,-92.10
1021362,-0.06,-0.02,0.93,-10.86,8.30,-81.05
1021394,-0.04,0.03,0.89,-22.77,12.33,-82.76
1021426,-0.06,-0.08,0.94,9.58,-5.07,-90.27
1021458,-0.09,-0.21,0.95,-7.20,-7.08,-86.98
1021492,-0.11,-0.25,1.02,2.56,-10.19,-72.08
1021525,-0.06,-0.25,0.94,-19.96,-2.56,-68.24
1021557,-0.05,-0.19,1.00,-8.61,-11.29,-57.56
1021590,-0.06,-0.25,1.00,8.36,-10.93,-44.49
1021622,-0.03,-0.21,0.97,-15.50,-5.80,-39.55
1021655,-0.05,-0.20,1.06,2.38,-9.34,-28.38
