timestamp_ms,ax,ay,az,gx,gy,gz
134221,0.25,-0.01,-0.97,-0.24,-3.54,-1.04
134254,0.26,-0.02,-0.97,-0.43,-2.50,-0.31
134287,0.27,-0.01,-0.97,-0.73,-3.97,-1.40
134320,0.26,-0.01,-0.95,0.24,-4.64,-1.22
134351,0.26,-0.01,-0.95,-0.12,-2.87,-1.89
134384,0.26,-0.01,-0.94,-0.85,-2.50,-2.20
134417,0.26,-0.02,-0.94,0.12,-2.62,-2.20
134450,0.26,-0.02,-0.94,-0.18,-0.79,-1.77
134482,0.25,-0.02,-0.91,2.20,-1.71,-1.28
134515,0.24,-0.04,-0.92,0.00,-0.12,0.24
134547,0.26,0.00,-0.95,-6.47,3.85,-1.46
134580,0.27,-0.02,-0.99,-0.73,2.01,-2.62
134612,0.27,-0.04,-0.98,-0.61,-0.79,-3.42
134645,0.28,-0.07,-0.98,-4.88,0.12,-2.81
134678,0.29,-0.02,-0.97,-10.62,-0.85,-0.98
134711,0.27,-0.02,-0.96,-2.93,-3.05,-1.89
134744,0.26,-0.04,-0.98,-2.87,-3.91,-1.71
134776,0.24,-0.04,-0.95,-5.92,-5.92,-1.10
134809,0.26,-0.02,-0.93,-0.18,-7.14,-0.18
134842,0.26,-0.01,-0.91,7.14,-6.53,-1.46
134875,0.26,-0.03,-0.95,2.26,-1.16,-1.89
134908,0.29,-0.04,-0.93,-0.98,-4.88,-3.60
134940,0.28,-0.06,-0.89,-5.92,-8.67,-4.15
134973,0.28,-0.06,-0.87,-6.77,-6.47,-1.28
135006,0.28,-0.03,-0.84,-0.18,-6.29,-0.61
135039,0.28,-0.05,-0.80,-0.37,-10.19,-0.61
135072,0.27,-0.03,-0.69,-16.54,-14.65,1.04
135104,0.26,-0.00,-0.59,-31.31,-2.75,-3.91
135136,0.24,-0.09,-0.66,-23.68,14.47,-7.08
135169,0.23,-0.11,-0.72,-15.08,22.52,-5.62
135202,0.22,-0.11,-0.78,-1.59,22.83,0.61
135234,0.23,-0.09,-0.79,2.87,20.69,2.62
135266,0.20,-0.07,-0.82,12.08,27.28,4.70
135299,0.19,-0.02,-0.91,24.05,40.04,7.93
135331,0.24,-0.02,-1.03,33.02,44.01,5.07
135364,0.20,-0.02,-1.01,27.95,27.16,5.37
135397,0.17,-0.03,-1.04,21.61,35.03,1.83
135429,0.17,-0.02,-1.04,20.75,37.11,3.54
135461,0.12,0.01,-1.03,22.95,29.36,5.86
135490,0.08,-0.03,-1.01,8.91,29.91,2.93
135521,0.07,-0.03,-1.01,1.28,37.23,0.31
135553,0.04,0.02,-1.03,11.05,38.21,7.57
135586,0.01,0.02,-1.04,4.39,38.70,3.85
135618,-0.01,-0.00,-1.07,-1.83,48.83,2.20
135650,-0.04,0.01,-1.05,11.05,50.72,10.74
135682,-0.07,-0.00,-1.11,23.56,58.23,18.49
135714,-0.09,-0.02,-1.13,4.94,57.25,20.75
135747,-0.13,0.05,-1.11,9.22,50.60,22.58
135778,-0.11,0.13,-1.18,4.39,51.09,18.92
135806,-0.13,0.05,-1.14,-32.29,30.58,5.80
135837,-0.17,0.12,-1.02,-10.68,27.77,15.56
135870,-0.16,0.08,-1.09,0.18,28.56,12.63
135902,-0.15,0.11,-1.14,-32.23,13.00,-8.18
135935,-0.14,0.02,-1.19,-76.29,-5.86,-27.28
135968,-0.16,-0.01,-1.13,-83.56,-11.84,-25.45
136001,-0.14,-0.08,-1.27,-102.97,-51.21,-18.19
136035,-0.14,-0.05,-0.68,-50.66,-40.53,-11.23
136067,-0.14,-0.13,-0.97,29.85,1.16,-6.47
136100,-0.15,-0.22,-0.95,22.77,12.94,-16.66
136133,-0.19,-0.19,-0.87,31.86,41.32,-1.22
136165,-0.15,-0.16,-1.25,34.00,52.92,-0.67
136198,-0.14,-0.21,-1.17,15.75,14.77,-1.40
136231,-0.14,-0.14,-1.08,5.19,7.87,12.51
136263,-0.21,-0.09,-1.09,-13.98,-5.68,6.29
136296,-0.20,-0.06,-1.00,2.26,-6.71,11.29
136329,-0.18,-0.09,-1.12,0.12,-7.57,6.16
136362,-0.15,-0.06,-1.08,-5.00,-15.93,4.21
136394,-0.16,-0.08,-1.09,16.60,-20.94,3.17
136426,-0.13,-0.05,-1.22,25.45,-21.00,8.85
136459,-0.10,-0.08,-1.30,18.01,-52.80,-0.06
136492,-0.08,-0.02,-1.20,4.82,-50.66,-1.59
136524,-0.05,0.01,-1.26,14.77,-49.01,-9.40
136556,-0.11,-0.00,-1.16,40.71,-52.06,-17.27
136589,-0.04,0.05,-1.17,86.98,-42.48,-9.58
