timestamp_ms,ax,ay,az,gx,gy,gz
6671,0.07,0.07,-0.93,-4.09,-7.81,-1.10
6703,0.07,0.06,-0.94,-1.77,-2.99,-2.75
6736,0.07,0.05,-0.98,-0.73,-6.59,-1.65
6768,0.05,0.00,-0.93,-13.06,-14.71,3.78
6799,0.11,0.07,-0.72,-19.65,-8.73,7.69
6831,0.13,0.07,-0.74,1.59,-20.26,3.17
6863,0.07,-0.00,-0.64,7.32,-44.80,5.37
6895,0.07,-0.03,-0.45,-26.73,-58.41,24.17
6928,0.14,0.06,-0.25,-40.53,-59.88,28.14
6960,0.16,0.01,-0.11,-15.32,-48.46,23.50
6993,0.09,-0.08,-0.21,-0.37,-27.65,28.50
7026,0.03,0.04,-0.37,-6.47,31.25,37.41
7058,0.10,0.21,-0.88,11.17,62.13,26.25
7091,0.04,0.12,-1.15,27.71,46.57,9.28
7123,0.01,0.18,-1.40,-21.18,63.29,-0.92
7155,0.06,0.06,-1.47,-46.51,99.98,3.48
7187,0.08,0.05,-1.47,-56.64,73.36,-5.13
7220,-0.04,-0.18,-1.54,4.39,73.06,-21.36
7253,-0.04,-0.13,-1.57,-24.11,76.84,-13.18
7286,-0.10,-0.16,-1.61,53.28,78.98,-13.06
7315,-0.09,-0.24,-1.66,-2.75,87.59,-12.33
7349,-0.09,-0.07,-1.74,39.43,61.34,-18.86
7380,-0.27,-0.13,-1.67,26.98,25.51,-33.94
7411,-0.27,-0.11,-1.38,21.67,21.42,-41.02
7444,-0.29,-0.04,-1.44,36.25,39.00,-34.48
7476,-0.39,-0.02,-2.01,-28.32,-13.73,-36.50
7510,-0.38,0.17,-1.27,-11.17,-28.63,-18.55
7543,-0.31,0.44,-1.16,110.78,-10.50,-17.70
7576,-0.46,-0.00,-1.88,55.66,-59.69,-20.26
7609,-0.35,0.44,-1.13,-50.66,-14.28,-32.71
7641,-0.25,0.41,-0.82,35.40,-1.46,-23.25
7674,-0.24,0.17,-1.05,44.25,-19.35,-21.30
7707,-0.17,0.28,-0.91,-24.41,-34.79,-23.25
7740,-0.20,0.12,-0.61,-18.98,-33.94,-19.71
