timestamp_ms,ax,ay,az,gx,gy,gz
74199,0.09,0.08,-0.97,2.38,2.69,2.81
74232,0.07,0.09,-0.98,0.61,1.16,3.30
74261,0.07,0.11,-1.00,0.06,2.81,3.42
74293,0.07,0.12,-1.01,1.59,2.32,1.10
74325,0.03,0.13,-1.05,-2.75,-0.37,-0.12
74357,0.03,0.13,-1.02,-2.69,-5.37,-2.50
74390,0.08,0.10,-0.97,1.40,-5.98,-5.92
74422,0.07,0.08,-0.96,1.77,-2.69,-3.30
74455,0.09,0.12,-0.98,-5.25,-2.26,1.46
74488,0.08,0.16,-0.96,-2.01,-3.17,0.49
74520,0.09,0.14,-0.93,6.77,-4.21,-2.14
74553,0.10,0.10,-0.88,2.75,-3.72,-0.73
74585,0.12,0.00,-0.89,-13.18,-4.15,7.81
74617,0.12,0.07,-0.80,-22.83,-8.79,14.47
74650,0.18,0.07,-0.72,7.14,-8.67,7.75
74682,0.13,-0.06,-0.70,37.23,-3.30,12.08
74715,0.13,0.03,-0.78,5.25,4.94,27.28
74746,0.10,0.12,-0.87,-11.96,0.12,24.48
74779,0.08,0.12,-1.00,7.08,-2.32,26.25
74811,0.08,0.10,-1.02,6.77,-25.57,23.01
74844,0.02,0.20,-0.99,-19.23,-20.94,21.42
74876,0.09,0.24,-1.03,-19.35,-16.42,6.71
74908,0.06,0.13,-1.00,-1.59,-26.61,9.09
74940,0.06,0.16,-0.98,-16.78,-10.31,5.19
74972,0.11,0.14,-0.96,-4.15,-10.68,-3.30
75005,0.10,0.07,-0.98,-3.05,-5.13,1.89
75038,0.11,0.13,-1.00,-9.46,5.13,2.81
75069,0.17,0.11,-1.04,-3.11,0.85,-8.12
75102,0.09,0.06,-1.00,-4.21,5.98,-0.12
75132,0.11,0.11,-1.01,5.86,15.01,7.32
75164,0.09,0.10,-1.01,15.08,16.30,5.68
75195,0.07,0.10,-1.08,-0.92,22.34,0.43
75228,0.11,0.15,-1.07,-11.47,19.78,2.08
75258,0.09,0.09,-1.02,-5.49,7.02,-6.23
75290,0.08,0.03,-1.05,-6.53,6.65,-5.07
75323,0.07,0.06,-1.03,-8.97,-1.40,5.55
75355,0.07,0.09,-1.02,-2.81,-1.22,8.61
75387,0.05,0.07,-1.00,-3.54,-3.85,13.31
75419,0.08,0.11,-1.02,-13.24,2.75,9.77
75451,0.07,0.12,-1.01,-11.72,0.73,6.35
75483,0.08,0.18,-1.03,-5.07,9.03,5.62
75516,0.10,0.16,-1.08,-3.23,11.90,-3.42
75548,0.09,0.11,-1.08,-10.93,11.35,-14.04
75581,0.06,0.06,-1.02,-10.74,1.40,-1.46
75610,0.02,0.10,-0.92,-13.61,1.46,-2.62
75642,0.04,0.07,-0.95,-12.21,19.59,-15.75
75674,0.02,-0.04,-1.02,-16.24,25.63,-23.80
75707,0.00,-0.07,-1.01,-12.57,23.62,-9.64
75740,-0.01,0.01,-1.02,-6.23,26.98,4.33
75772,-0.00,0.04,-1.06,-7.14,26.06,2.08
75804,-0.04,-0.00,-0.99,-14.28,27.04,-6.35
75837,-0.03,-0.00,-1.05,-13.92,35.46,-3.23
75869,-0.04,0.02,-1.05,-13.12,28.20,1.95
75902,-0.06,0.00,-0.99,-10.01,23.93,4.94
75934,-0.08,0.03,-1.00,-15.38,29.36,2.38
75966,-0.10,-0.02,-0.99,-10.38,32.17,2.56
75999,-0.07,-0.04,-1.06,-9.83,36.25,4.15
76032,-0.07,-0.06,-1.08,-0.24,27.40,12.82
76065,-0.07,-0.04,-1.09,3.36,21.18,11.90
76097,-0.08,-0.04,-1.11,-1.10,17.82,5.25
76130,-0.10,-0.04,-1.09,-7.69,6.65,-1.22
76160,-0.14,-0.07,-1.02,-2.32,-1.04,2.87
76193,-0.13,-0.04,-1.03,0.18,2.93,7.63
76225,-0.10,0.02,-1.06,0.06,1.40,7.93
76257,-0.11,0.03,-1.00,1.65,-8.61,1.16
76288,-0.14,0.00,-0.96,-0.43,-7.39,-5.80
76322,-0.14,-0.03,-0.96,4.21,-4.52,-5.37
76355,-0.19,-0.06,-0.95,-0.37,0.61,-3.66
76388,-0.16,-0.02,-0.96,-5.07,-4.64,-5.74
76421,-0.16,-0.02,-0.94,5.49,-3.42,0.92
76454,-0.17,-0.03,-0.98,3.91,3.42,-1.10
76487,-0.17,-0.03,-0.97,-3.42,-5.68,-4.94
76520,-0.17,-0.03,-0.95,5.31,-2.08,4.03
76552,-0.13,-0.00,-0.98,5.25,4.21,3.23
76585,-0.12,-0.03,-1.04,-0.37,0.24,-3.60
76617,-0.14,-0.03,-0.99,-1.83,-0.43,-2.32
76651,-0.11,-0.02,-1.02,2.08,1.04,0.24
76682,-0.09,-0.03,-1.05,10.19,-0.79,3.30
76715,-0.05,0.01,-1.17,10.44,0.92,7.69
76748,-0.04,0.03,-1.17,2.87,-21.91,7.63
