timestamp_ms,ax,ay,az,gx,gy,gz
294993,0.24,0.18,0.98,-3.42,-4.21,12.21
295026,0.27,0.20,0.94,-3.23,-6.29,1.40
295058,0.24,0.25,0.96,-5.19,-8.36,-12.82
295091,0.23,0.12,0.97,-14.34,-7.63,-24.23
295123,0.25,0.19,0.92,13.18,-11.17,-20.14
295155,0.28,0.06,0.94,8.24,-49.56,-53.89
295188,0.19,0.11,1.05,-6.10,-42.91,-29.85
295220,0.17,0.12,1.05,9.40,-4.88,-5.37
295252,0.20,0.14,0.95,4.52,-3.60,-2.26
295285,0.17,0.16,0.99,-11.23,-11.96,-5.37
295315,0.19,0.11,1.01,-19.41,-9.95,-0.61
295346,0.18,0.14,0.98,-3.72,2.69,5.37
295378,0.19,0.13,0.97,-5.13,1.83,4.76
295410,0.20,0.16,0.94,-8.18,1.40,5.49
295442,0.18,0.19,0.95,-16.48,-2.99,3.17
295475,0.19,0.20,0.94,-13.98,-3.54,3.05
295507,0.19,0.21,0.93,-28.93,-11.47,-2.81
295540,0.18,0.23,0.95,-54.87,-27.22,-8.67
295572,0.17,0.24,0.98,-44.74,-24.17,-11.47
295605,0.19,0.29,0.90,-66.77,-34.85,-22.34
295637,0.14,0.30,0.94,-110.17,-46.45,-36.99
295670,0.18,0.30,1.01,-111.33,-50.11,-18.68
295703,0.16,0.41,0.93,-146.79,-46.57,-29.36
295735,-0.12,0.58,0.96,-171.94,-56.70,-27.47
295767,0.15,0.59,0.89,-160.46,-29.42,-11.47
295800,0.08,0.60,0.73,-192.81,-21.61,-38.57
295832,0.08,0.68,0.63,-294.92,-30.82,-55.54
295862,0.09,0.82,0.48,-400.70,-13.73,-52.19
295894,0.03,0.96,0.14,-539.98,34.42,-34.91
295926,0.08,0.90,-0.00,-487.24,13.61,-26.12
295958,0.14,0.77,-0.22,-478.52,1.77,-15.75
295991,0.02,0.87,-0.51,-562.38,11.84,-4.76
296023,0.08,0.72,-0.56,-323.79,20.20,-9.95
296055,0.14,0.46,-0.71,-313.29,36.19,-28.38
296088,0.09,0.29,-0.95,-430.85,45.90,-47.97
296120,0.04,0.06,-1.00,-403.14,25.88,-53.89
296153,0.07,-0.12,-0.89,-327.27,16.11,-60.67
296186,0.09,-0.33,-0.90,-388.92,23.38,-85.33
296218,0.00,-0.43,-0.81,-366.27,15.50,-102.66
296250,-0.06,-0.68,-0.61,-284.36,30.15,-92.16
296283,-0.10,-0.70,-0.68,-306.46,45.47,-83.86
296316,-0.13,-0.74,-0.55,-242.55,23.80,-94.30
296349,-0.20,-0.98,-0.42,-205.69,21.48,-84.72
296382,-0.24,-1.00,-0.42,-230.77,26.18,-70.56
296415,-0.29,-1.07,-0.34,-188.72,8.42,-59.08
296448,-0.28,-0.99,-0.18,-206.12,3.72,-45.47
296481,-0.30,-0.93,0.08,-179.14,-0.61,-58.84
296513,-0.35,-1.06,0.05,-173.83,6.41,-56.64
296545,-0.40,-1.02,0.16,-130.13,-11.11,-41.02
296577,-0.41,-1.19,0.07,-79.22,-11.41,-2.87
296609,-0.38,-0.94,0.21,-81.79,-5.49,-13.18
296642,-0.36,-0.99,0.22,-52.98,-10.13,-11.47
296676,-0.41,-1.10,0.22,-28.32,0.31,16.11
296708,-0.40,-1.05,0.28,32.41,4.70,57.13
296740,-0.28,-0.85,0.21,31.86,15.75,75.56
296773,-0.28,-0.89,0.20,50.42,8.79,67.69
296805,-0.26,-0.98,0.10,81.30,6.23,68.30
296837,-0.19,-0.90,0.03,128.72,-11.11,73.61
296870,-0.17,-1.00,0.05,222.53,-10.56,51.88
296902,-0.19,-1.14,-0.29,291.69,-5.68,63.23
296935,-0.08,-1.03,-0.43,280.09,-35.77,79.53
296968,-0.06,-0.94,-0.36,325.99,-54.02,96.74
297000,0.04,-0.84,-0.55,344.85,-34.85,97.60
297032,0.09,-0.69,-0.75,315.67,-49.56,89.48
297065,0.16,-0.49,-0.76,342.96,-65.00,70.13
297097,0.22,-0.33,-0.86,462.34,-77.27,33.08
297130,0.15,-0.05,-1.09,532.41,-112.79,17.03
297162,0.28,0.15,-0.87,495.73,-109.13,23.32
297194,0.33,0.56,-0.63,498.11,-85.45,24.29
297226,0.31,0.67,-0.64,580.51,-33.02,23.56
297258,0.35,0.71,-0.39,492.55,-11.05,-6.29
297291,0.33,0.83,-0.12,487.98,-22.52,-3.78
297324,0.36,0.86,0.04,557.80,0.06,18.19
297356,0.42,0.75,0.12,529.72,-29.54,30.88
297388,0.35,0.64,0.42,426.39,-38.88,9.28
297420,0.25,0.63,0.60,426.51,-41.50,7.57
297452,0.30,0.39,0.60,490.23,-30.94,17.03
297484,0.28,0.18,0.67,346.62,-25.63,-14.59
297515,0.22,0.05,0.86,195.43,-28.08,-60.18
297547,0.19,-0.28,1.04,97.29,-9.89,-82.34
297579,0.25,-0.28,1.05,61.16,-1.59,-51.15
297610,0.23,-0.23,1.04,57.86,-2.08,-29.66
297643,0.23,-0.21,1.06,54.75,-2.38,-26.55
297675,0.26,-0.28,1.06,36.74,11.11,-21.06
297707,0.26,-0.33,1.01,16.11,10.68,-13.24
297739,0.26,-0.28,1.02,3.60,1.59,-1.16
297771,0.27,-0.29,1.00,1.46,0.92,6.41
297803,0.26,-0.24,0.98,-12.02,-5.55,12.94
297836,0.27,-0.21,0.98,-11.90,-5.49,7.45
297868,0.27,-0.22,0.97,-9.40,-2.44,11.54
297901,0.27,-0.18,0.97,-4.33,2.87,18.01
297933,0.27,-0.13,0.95,-1.71,1.95,10.62
297965,0.28,-0.19,0.95,-4.76,-2.87,3.48
