timestamp_ms,ax,ay,az,gx,gy,gz
204942,0.13,0.04,1.06,7.75,-34.67,16.60
204974,0.12,-0.06,1.09,53.10,7.81,33.63
205005,0.19,0.01,0.84,18.68,22.28,32.71
205034,0.21,0.05,0.85,-3.30,-10.44,16.42
205066,0.13,-0.03,1.06,-13.12,-30.88,18.37
205098,0.24,0.12,0.89,-86.00,2.32,18.55
205131,0.13,0.22,1.00,-128.66,-26.86,-1.95
205163,0.13,0.27,0.97,-128.36,-2.14,3.48
205195,0.15,0.25,0.96,-46.20,-7.93,15.81
205227,0.13,0.24,0.97,1.40,-14.83,14.77
205259,0.14,0.29,1.01,-8.06,-13.55,5.49
205290,0.13,0.24,1.07,25.51,-9.22,-8.18
205322,0.11,0.17,1.03,54.02,10.44,6.53
205354,0.14,0.06,0.89,19.78,9.95,13.67
205385,0.14,0.12,1.00,9.16,-5.37,15.69
205417,0.11,0.14,1.02,32.04,-4.27,19.23
205449,0.13,0.15,0.98,22.28,4.39,19.23
205481,0.15,0.17,0.95,-11.66,-4.33,9.89
205513,0.11,0.16,1.04,24.54,-5.80,12.15
205546,0.14,0.14,0.96,25.82,2.44,12.57
205578,0.12,0.18,0.97,-6.35,-6.84,1.22
205610,0.09,0.13,1.02,-8.79,-5.37,-4.27
205641,0.09,0.15,1.00,-16.48,-0.85,3.48
205673,0.10,0.15,0.95,-22.58,-13.24,-0.37
205706,0.08,0.07,0.97,-63.84,-18.37,-7.93
205738,0.03,0.13,0.99,-171.51,-18.07,-19.84
205769,0.06,0.29,1.02,-302.73,15.56,-24.11
205800,0.16,0.53,0.83,-363.22,33.51,-26.43
205832,0.15,0.70,0.45,-438.11,27.47,-63.66
205864,0.00,0.68,0.65,-482.54,8.42,-82.64
205897,0.03,0.71,0.78,-423.83,30.40,-26.37
205929,0.20,0.94,-0.03,-540.41,157.35,-36.68
205961,0.20,0.81,-0.70,-571.47,110.84,-90.39
205993,0.15,0.62,-0.31,-391.97,43.88,-36.01
206026,0.21,0.36,-0.52,-405.33,95.21,-29.17
206059,0.24,0.34,-1.14,-532.53,114.75,-67.87
206091,0.14,0.12,-0.87,-506.23,63.78,-67.99
206124,0.06,-0.30,-1.03,-498.11,69.52,-91.74
206156,0.12,-0.50,-1.08,-555.11,86.73,-106.69
206189,0.03,-0.53,-0.78,-416.93,28.93,-106.08
206221,-0.05,-1.04,-0.53,-307.74,15.75,-86.24
206251,-0.06,-0.85,-0.40,-301.15,-1.40,-66.22
206284,0.05,-1.32,-0.74,-182.50,-59.20,-3.85
206317,0.00,-1.19,-0.22,-253.72,-75.44,5.55
206350,-0.08,-1.14,-0.16,-255.62,-70.07,-36.38
206382,-0.07,-0.90,0.21,-191.77,-33.57,-84.35
206415,-0.09,-0.89,-0.09,-210.75,16.78,-105.96
206447,-0.12,-0.85,-0.01,-91.19,-6.29,-38.27
206480,-0.15,-0.83,0.14,-106.02,-3.85,-70.19
206513,-0.19,-0.85,0.18,-85.27,9.77,-75.26
206546,-0.20,-1.00,0.17,-57.01,12.02,-70.98
206579,-0.22,-0.93,0.16,-58.59,-13.43,-52.61
206611,-0.27,-0.89,0.26,-52.49,-22.83,-50.66
206644,-0.32,-0.88,0.35,-50.29,-20.32,-48.71
206677,-0.35,-0.94,0.37,-22.64,-9.95,-32.90
206710,-0.39,-0.82,0.39,-16.05,-10.01,-18.68
206742,-0.46,-0.83,0.45,16.85,-2.14,-17.03
206774,-0.38,-0.81,0.28,47.12,13.37,-0.24
206807,-0.41,-0.86,0.44,125.00,7.45,1.34
206839,-0.42,-1.02,0.18,259.03,25.27,25.15
206871,-0.34,-1.02,-0.19,367.37,33.20,72.20
206904,-0.53,-1.29,-0.25,455.51,-19.65,116.09
206936,-0.14,-1.13,-0.65,422.18,-42.24,132.93
206968,-0.21,-0.89,-0.73,394.96,-68.30,97.29
207000,-0.24,-0.96,-0.77,391.66,-52.67,104.74
207033,0.04,-0.35,-0.70,373.29,-85.69,135.44
207065,0.10,-0.07,-0.64,442.08,-80.32,76.60
207097,0.12,0.17,-1.04,471.31,-63.66,42.36
207129,0.22,0.25,-1.16,454.77,-83.37,18.80
207162,0.10,0.45,-0.83,390.38,-75.32,-23.86
207194,0.19,0.68,-0.72,462.46,-40.41,-43.58
207227,0.20,0.72,-0.63,526.92,-39.86,-56.15
207259,0.29,0.72,-0.40,443.60,-26.55,-63.23
207292,0.33,0.76,-0.19,390.75,-47.36,-63.54
207324,0.29,0.64,0.03,389.34,-44.13,-33.94
207356,0.32,0.80,0.26,398.56,-22.64,-0.06
207389,0.34,0.61,0.31,439.70,-10.07,-16.36
207421,0.31,0.41,0.43,404.42,-14.22,-1.22
207450,0.31,0.52,0.70,377.44,-18.37,37.48
207482,0.32,0.58,0.80,447.88,5.43,25.63
207513,0.37,0.09,0.58,402.89,37.78,-45.29
207545,0.42,-0.30,0.60,167.54,-19.84,-52.98
207577,0.32,-0.13,0.91,81.67,-41.26,-44.74
207609,0.31,-0.29,0.97,112.43,-35.03,-38.02
207641,0.39,-0.34,0.94,80.99,-24.41,-13.49
207674,0.35,-0.25,1.02,29.24,-33.51,-4.21
207706,0.34,-0.19,1.16,27.22,-26.55,-10.68
207739,0.31,-0.33,1.08,30.64,-7.51,-16.48
207771,0.30,-0.26,1.09,-0.43,-12.21,2.99
207804,0.28,-0.23,1.04,-4.39,-7.02,-1.53
207836,0.26,-0.26,1.06,-12.88,-13.00,-3.66
207869,0.20,-0.27,1.10,-11.90,-13.92,-2.87
207901,0.24,-0.32,1.05,-23.62,0.31,10.56
