timestamp_ms,ax,ay,az,gx,gy,gz
99866,0.30,0.09,0.95,-7.87,1.22,-2.38
99898,0.32,0.11,0.93,-15.44,-2.44,-3.17
99930,0.32,0.15,0.98,-20.57,-14.22,-11.23
99963,0.30,0.14,0.99,-25.39,-17.09,-13.49
99995,0.25,0.19,0.98,-74.52,-26.98,-31.13
100027,0.32,0.16,0.96,-154.91,-28.08,-65.92
100060,0.26,0.32,0.93,-294.68,-24.60,-86.73
100092,0.29,0.59,0.89,-424.93,13.31,-121.34
100124,0.35,0.74,0.75,-452.27,20.87,-156.19
100156,0.34,0.67,0.60,-482.79,44.62,-174.19
100188,0.39,0.64,0.40,-486.02,72.63,-146.91
100220,0.47,0.69,0.24,-464.23,106.51,-89.17
100252,0.58,0.60,-0.30,-460.82,119.14,-92.53
100285,0.62,0.55,-0.46,-552.25,123.96,-118.41
100315,0.51,0.34,-0.58,-566.04,78.86,-123.72
100347,0.61,0.19,-0.72,-451.05,106.75,-106.57
100380,0.57,-0.06,-0.90,-355.35,73.61,-115.78
100412,0.34,-0.37,-0.66,-336.24,64.27,-97.05
100445,0.38,-0.43,-0.72,-349.18,95.21,-76.48
100477,0.44,-0.56,-0.91,-326.97,95.21,-88.13
100510,0.34,-0.64,-0.60,-219.91,73.79,-96.01
100542,0.29,-0.81,-0.55,-150.88,71.41,-81.73
100575,0.24,-0.70,-0.45,-114.56,55.91,-75.81
100608,0.07,-0.86,-0.39,-61.46,76.23,-90.70
100641,0.03,-0.91,-0.53,-32.84,66.77,-63.78
100673,0.00,-0.86,-0.65,-33.45,64.58,-61.22
100706,0.06,-0.93,-0.77,-22.22,52.31,-48.95
100738,0.02,-0.88,-0.64,-19.47,19.41,-26.25
100771,-0.00,-0.91,-0.62,-13.37,10.19,-30.21
100804,-0.01,-0.90,-0.62,-0.43,-3.42,-13.98
100837,-0.02,-0.93,-0.60,17.76,-26.73,5.07
100869,0.05,-0.81,-0.52,37.11,-35.52,12.88
100901,0.00,-0.84,-0.45,88.75,-51.39,7.32
100934,-0.01,-0.92,-0.60,140.75,-51.76,31.25
100967,0.15,-0.55,-0.61,298.58,-92.59,77.33
100999,0.10,-0.50,-0.88,433.96,-99.98,75.62
101032,0.24,-0.35,-1.24,422.91,-64.33,70.37
101064,0.35,0.11,-1.25,453.49,-94.54,73.00
101096,0.25,0.39,-1.03,652.65,-91.61,68.36
101128,0.22,0.52,-0.90,668.33,-54.14,43.95
101160,0.38,0.69,-0.73,599.12,-33.75,-20.63
101192,0.31,0.71,-0.44,537.41,-67.93,-55.30
101224,0.37,0.79,-0.15,513.85,-48.28,-35.52
101257,0.40,0.96,0.01,507.69,-14.95,-31.49
101289,0.43,0.65,0.16,497.92,-21.00,-33.08
101319,0.42,0.61,0.39,406.49,-23.93,-29.54
101350,0.43,0.44,0.61,400.27,-31.80,-28.93
101381,0.34,0.36,0.71,444.46,-5.74,-30.27
101413,0.39,0.03,0.54,521.36,13.24,-7.75
101445,0.46,-0.21,0.46,378.97,2.08,-31.13
101477,0.42,-0.54,0.56,156.86,-31.01,-60.42
101509,0.35,-0.35,0.93,31.68,-59.69,-60.97
101542,0.38,-0.46,0.90,59.94,-46.14,-60.12
101575,0.37,-0.53,0.96,4.33,-51.39,-48.10
101607,0.29,-0.48,1.12,7.45,-42.24,-28.32
101640,0.30,-0.51,1.11,5.68,-24.41,-20.14
101671,0.30,-0.52,1.10,0.00,-12.02,-19.10
101700,0.29,-0.46,1.05,-20.26,0.55,-5.49
101731,0.30,-0.39,0.98,-18.74,10.99,4.88
101763,0.32,-0.39,0.89,-19.04,10.13,3.48
101796,0.27,-0.37,0.93,-49.99,0.49,-4.09
101828,0.26,-0.34,0.95,-44.01,8.61,0.31
101860,0.28,-0.37,0.87,-16.72,15.14,11.47
101892,0.29,-0.30,0.85,-29.30,10.50,10.50
101924,0.27,-0.32,0.87,-20.45,5.31,1.71
101956,0.27,-0.28,0.88,-11.17,9.03,6.29
101988,0.31,-0.30,0.84,-0.18,9.83,6.77
102020,0.31,-0.29,0.86,-11.96,2.38,0.73
102053,0.29,-0.28,0.91,-5.86,2.01,3.36
102085,0.31,-0.26,0.91,5.43,5.19,6.71
102117,0.32,-0.26,0.88,2.38,5.86,4.52
102149,0.34,-0.29,0.87,-0.55,2.50,-1.10
102182,0.33,-0.28,0.91,-2.56,0.55,1.04
102214,0.33,-0.28,0.90,4.46,3.72,3.91
102246,0.33,-0.28,0.90,2.56,-2.93,0.24
102278,0.31,-0.30,0.94,0.37,-3.97,-2.14
102310,0.32,-0.31,0.93,3.11,-0.79,1.46
102343,0.33,-0.28,0.91,-4.46,0.37,3.91
102375,0.33,-0.26,0.90,-5.80,-2.26,-2.93
102408,0.31,-0.29,0.92,-5.55,-4.33,-4.64
102440,0.29,-0.29,0.95,-5.43,-0.18,-0.31
102473,0.31,-0.27,0.90,-10.13,2.62,-0.67
102506,0.30,-0.28,0.90,-10.68,-1.22,-2.93
102539,0.29,-0.28,0.90,-12.15,-0.37,-1.71
102572,0.29,-0.29,0.89,-13.85,-2.56,0.43
102604,0.30,-0.26,0.91,-15.01,-2.93,1.83
102637,0.32,-0.25,0.94,-11.11,-5.43,2.50
102669,0.35,-0.24,0.99,-13.00,-6.29,-0.85
102702,0.34,-0.28,0.99,-7.39,-2.62,-2.08
102734,0.33,-0.23,0.97,-14.83,0.92,5.80
102766,0.31,-0.17,0.95,-13.43,0.43,8.97
102798,0.30,-0.13,0.94,-14.83,-0.31,5.25
102830,0.29,-0.17,0.92,-8.42,-0.49,-3.30
